SNID: 2020bpi 
RA: 200.8709333     
DECL: 62.4461889 
 
VARLIST:  MJD  FLT  FLUXCAL   FLUXCALERR MAG     MAGERR DQ 
OBS: 59044.322203 cyan-ATLAS 766.3020722739184 274.3361418740628 20.289 0.358 0 
OBS: 59044.328171 cyan-ATLAS 398.4740097177756 335.91359019208477 20.999 0.843 0 
OBS: 59044.332418 cyan-ATLAS 297.8516429429188 284.4483190104874 21.315 0.955 0 
OBS: 59044.337933 cyan-ATLAS 414.19037262210077 310.6427794665756 20.957 0.75 0 
OBS: 59046.248976 orange-ATLAS -2368.099793873793 5446.629525909723 -19.064 2.3 0 
OBS: 59046.252685 orange-ATLAS 8348.337537236499 6227.859802778428 17.696 0.746 0 
OBS: 59046.259178 orange-ATLAS -6576.578373554219 12587.571006982775 -17.955 1.914 0 
OBS: 59046.269814 orange-ATLAS -510.03502395944577 5537.450255127702 -20.731 10.857 0 
OBS: 59048.284602 cyan-ATLAS -29.02685610499054 272.1267759842863 -23.843 9.375 0 
OBS: 59048.288747 cyan-ATLAS -149.41699574067007 247.88279593377166 -22.064 1.659 0 
OBS: 59048.295204 cyan-ATLAS 152.61597656254617 347.2013466797925 22.041 2.275 0 
OBS: 59048.298425 cyan-ATLAS 439.7440784473689 343.00038118894776 20.892 0.78 0 
OBS: 59048.301639 cyan-ATLAS 439.3392456444762 280.7377779668203 20.893 0.639 0 
OBS: 59048.305783 cyan-ATLAS 388.32915700495494 307.9450215049293 21.027 0.793 0 
OBS: 59048.307163 cyan-ATLAS 161.1387535720004 308.9029905975248 21.982 1.917 0 
OBS: 59048.317283 cyan-ATLAS 210.47474886559755 270.03910279456164 21.692 1.283 0 
OBS: 59050.249593 orange-ATLAS -930.6791831626541 429.0431034379836 -20.078 0.461 0 
OBS: 59050.252842 orange-ATLAS 292.6846862378789 277.1723978672713 21.334 0.947 0 
OBS: 59050.261631 orange-ATLAS -9.853715068586201 246.34287671465503 -25.016 25.0 0 
OBS: 59050.271808 orange-ATLAS 706.6429004252086 200.68658372075922 20.377 0.284 0 
OBS: 59054.24571 orange-ATLAS 1502.4499029989145 808.318047813416 19.558 0.538 0 
OBS: 59054.248937 orange-ATLAS 391.5615148396117 514.9033920140894 21.018 1.315 0 
OBS: 59054.254475 orange-ATLAS 304.22857274809576 278.0649154917595 21.292 0.914 0 
OBS: 59054.265145 orange-ATLAS -70.85981269167699 292.50930679124264 -22.874 4.128 0 
OBS: 59058.245272 orange-ATLAS -94.97296573624224 976.4170607343066 -22.556 10.281 0 
OBS: 59058.248508 orange-ATLAS 66.19116119411208 529.5292895528967 22.948 8.0 0 
OBS: 59058.25405 orange-ATLAS 705.9923578936675 416.53549115726383 20.378 0.59 0 
OBS: 59058.265593 orange-ATLAS 942.7575085274159 359.19061074894546 20.064 0.381 0 
OBS: 59082.235254 orange-ATLAS 834.8337537236498 653.6748291656178 20.196 0.783 0 
OBS: 59082.238491 orange-ATLAS 1285.8786926343992 509.2079622832221 19.727 0.396 0 
OBS: 59082.248253 orange-ATLAS 32.033176008528116 400.41470010660146 23.736 12.5 0 
OBS: 59082.261634 orange-ATLAS -70.46930689671478 336.3500018180196 -22.88 4.773 0 
